pubID,topicQuery,typeQuery,tweet,tokens,hashtags,mentions,likeCount,replyCount,retweetCount,authorID,authorName,authorUsername,authorCreatedAt,authorVerified,followersCount,followingCount,pubDate,pubYear,pubMonth,pubDay,pubHour,pubMinute,geoID,geoName,longitude,latitude
1356135422561234946,incendio,palabras clave,"🚨Servicios de emergencia trabajan por incendio de puesto semifijo en la colonia Zona Urbana Ejidal Santa María Aztahuacan, @Alc_Iztapalapa. #C5 #911CDMX","['servicio', 'emergencia', 'trabajar', 'incendio', 'puesto', 'semifijo', 'colonia', 'zona', 'urbano', 'ejidal', 'santa', 'maría', 'aztahuacar']","['C5', '911CDMX']",['Alc_Iztapalapa'],22,0,0,195951901,C5 CDMX,C5_CDMX,2010-09-27 17:51:04,1,947204,760,2021-02-01 01:00:55,2021,02,01,01,00,7,Iztapalapa,-99.0567989642,19.3491663204
1356144273180254208,tránsito,palabras clave,"Al transitar por #Circuito Interior, #Bosque de Chapultepec I Sección, #Miguel Hidalgo encontrarás un #accidente de #tránsito atendido por #CruzRojaMexicana, ten cuidado y disminuye tu velocidad  https://t.co/Pm3uCtBD97","['transitar', 'interior', 'chapultepec', 'sección', 'hidalgo', 'encontrarás', 'atendido', 'ten', 'cuidado', 'disminuir', 'velocidad']","['Circuito', 'Bosque', 'Miguel', 'accidente', 'tránsito', 'CruzRojaMexicana']",[],0,0,0,476050170,Cruz Roja CDMX,CruzRoja_CDMX,2012-01-27 12:27:33,0,43836,370,2021-02-01 01:36:05,2021,02,01,01,36,16,Miguel Hidalgo,-99.2045669144,19.4280623649
1356145520696299524,tránsito,palabras clave,"Un #accidente de #tránsito en #Circuito Interior, #Bosque de Chapultepec I Sección, #Miguel Hidalgo fue reportado a la #CruzRojaMexicana, te recomendamos tener cuidado al transitar en esa zona https://t.co/Pm3uCtBD97","['interior', 'chapultepec', 'sección', 'hidalgo', 'reportado', 'recomendar', 'tener', 'cuidado', 'transitar', 'zona']","['accidente', 'tránsito', 'Circuito', 'Bosque', 'Miguel', 'CruzRojaMexicana']",[],2,0,1,476050170,Cruz Roja CDMX,CruzRoja_CDMX,2012-01-27 12:27:33,0,43836,370,2021-02-01 01:41:02,2021,02,01,01,41,16,Miguel Hidalgo,-99.2045669144,19.4280623649
1356251771975454722,tránsito,palabras clave,"Al transitar por #Goberbador General Jose Moran, #Tacubaya, #Miguel Hidalgo encontrarás un #accidente de #tránsito atendido por #CruzRojaMexicana, ten cuidado y disminuye tu velocidad  https://t.co/yxJ8S3EikW","['transitar', 'general', 'jose', 'morar', 'hidalgo', 'encontrarás', 'atendido', 'ten', 'cuidado', 'disminuir', 'velocidad']","['Goberbador', 'Tacubaya', 'Miguel', 'accidente', 'tránsito', 'CruzRojaMexicana']",[],2,0,1,476050170,Cruz Roja CDMX,CruzRoja_CDMX,2012-01-27 12:27:33,0,43836,370,2021-02-01 08:43:15,2021,02,01,08,43,16,Miguel Hidalgo,-99.2045669144,19.4280623649
1356252256618881032,tránsito,palabras clave,"#DeNuestroInbox: 
Seis heridos en accidente de tránsito entre una camioneta y dos autos compactos la madrugada de este lunes en Iztapalapa, el accidente ocurrió cuando los vehículos se impactaron contra al camioneta el salir de un desnivel. https://t.co/8KfrG5slAl","['seis', 'herido', 'accidente', 'tránsito', 'camionetar', 'dos', 'auto', 'compacto', 'madrugado', 'lunes', 'iztapalapa', 'accidente', 'ocurrir', 'vehículo', 'impactar', 'camioneta', 'salir', 'desnivel']",['DeNuestroInbox'],[],41,1,7,708099965264891904,Qué Poca Madre 🇲🇽,QuePocaMadre_Mx,2016-03-10 19:19:22,0,254713,69225,2021-02-01 08:45:10,2021,02,01,08,45,7,Iztapalapa,-99.0567989642,19.3491663204
1356265111493750784,tránsito,palabras clave,"@El_Gripao Lo siento mucho!! Esto se ha ido de las manos!!!! No todo es Covid, y la atención primaria no funciona en absoluto.
Tuve un accidente de tráfico el pasado día 15 de enero, y aún estoy esperando una simple radiografía del brazo. 
Recibe mi más sentido pésame por tu amigo!!","['sentir', 'ido', 'mano', 'covid', 'atención', 'primario', 'funcionar', 'absoluto', 'accidente', 'tráfico', 'pasado', 'día', '15', 'enero', 'aún', 'esperar', 'simple', 'radiografía', 'brazo', 'recibir', 'pésame', 'amigo']",[],['El_Gripao'],1,0,0,882265140950953984,Rosario Bj,rosario_bj,2017-07-04 09:49:36,0,59,30,2021-02-01 09:36:15,2021,02,01,09,36,14,Benito Juárez,-99.1611346584,19.3806424162
1356287020423933952,pirotecnia,palabras clave,"@WRADIOMexico @889Noticias @ArquidiocesisMx @Alc_Iztapalapa @Claudiashein @DefAnimalMX @DefensaAnimal  @SSC_CDMX @LetyVarela  NO ME CANSARE DE DENUNCIAR EL USO DE EXPLOSIVOS EN IGLESIAS, ESTAMOS EN PANDEMIA!! QUE NO SABEN QUE HAY GENTE ENFERMA EN SUS CASAS! 
!NO MAS PIROTECNIA¡ https://t.co/f0P3efKqmw","['cansar él', 'denunciar', 'uso', 'explosivo', 'iglesia', 'pandemio', 'saber', 'gente', 'enferma', 'casa', 'mas', 'pirotecnio']",[],"['WRADIOMexico', '889Noticias', 'ArquidiocesisMx', 'Alc_Iztapalapa', 'Claudiashein', 'DefAnimalMX', 'DefensaAnimal', 'SSC_CDMX', 'LetyVarela']",0,0,0,827636911174922241,Browny,Browny_05,2017-02-03 15:56:31,0,2645,5001,2021-02-01 11:03:18,2021,02,01,11,03,7,Iztapalapa,-99.0567989642,19.3491663204
1356287493377822720,pirotecnia,palabras clave,"@WRADIOMexico @889Noticias @ArquidiocesisMx @Alc_Iztapalapa @Claudiashein @DefAnimalMX @DefensaAnimal  @SSC_CDMX @LetyVarela  NO ME CANSARE DE DENUNCIAR EL USO DE EXPLOSIVOS EN IGLESIAS, ESTAMOS EN PANDEMIA!!!  QUE NO SABEN QUE HAY GENTE ENFERMA EN SUS CASAS! 
!NO MAS PIROTECNIA¡ https://t.co/VyPv2iZacM","['cansar él', 'denunciar', 'uso', 'explosivo', 'iglesia', 'pandemio', 'saber', 'gente', 'enferma', 'casa', 'mas', 'pirotecnio']",[],"['WRADIOMexico', '889Noticias', 'ArquidiocesisMx', 'Alc_Iztapalapa', 'Claudiashein', 'DefAnimalMX', 'DefensaAnimal', 'SSC_CDMX', 'LetyVarela']",0,0,0,1341794333666779136,Browny,Browny79649348,2020-12-23 11:15:12,0,45,87,2021-02-01 11:05:11,2021,02,01,11,05,7,Iztapalapa,-99.0567989642,19.3491663204
1356298374752985089,tránsito,palabras clave,"Una #ambulancia de la #CruzRojaMexicana labora atendiendo a un paciente herido por un #accidente de #tránsito en #Aldama, #Buenavista, #Cuauhtémoc https://t.co/hgGYz05iaK","['laborar', 'atender', 'paciente', 'herido']","['ambulancia', 'CruzRojaMexicana', 'accidente', 'tránsito', 'Aldama', 'Buenavista', 'Cuauhtémoc']",[],0,0,0,476050170,Cruz Roja CDMX,CruzRoja_CDMX,2012-01-27 12:27:33,0,43836,370,2021-02-01 11:48:26,2021,02,01,11,48,15,Cuauhtémoc,-99.1490557562,19.4313734294
1356323991565299712,tránsito,palabras clave,"Un #accidente de #tránsito en #Francisco Javier Mina, #Santa Fe, #Álvaro Obregón fue reportado a la #CruzRojaMexicana, te recomendamos tener cuidado al transitar en esa zona https://t.co/8cuU4Z74qZ","['javier', 'mina', 'fe', 'obregon', 'reportado', 'recomendar', 'tener', 'cuidado', 'transitar', 'zona']","['accidente', 'tránsito', 'Francisco', 'Santa', 'Álvaro', 'CruzRojaMexicana']",[],5,0,1,476050170,Cruz Roja CDMX,CruzRoja_CDMX,2012-01-27 12:27:33,0,43836,370,2021-02-01 13:30:13,2021,02,01,13,30,10,Álvaro Obregón,-99.246819712,19.336175562
1356367392268578818,tránsito,palabras clave,"Personal de la #CruzRojaMexicana auxilian a un paciente en #Andador 2, #Ampliación Jalalpa, #Álvaro Obregón debido a un #accidente de #tránsito https://t.co/ypEUleSc5I","['personal', 'auxiliar', 'paciente', 'jalapa', 'obregon', 'debido']","['CruzRojaMexicana', 'Andador', 'Ampliación', 'Álvaro', 'accidente', 'tránsito']",[],1,0,1,476050170,Cruz Roja CDMX,CruzRoja_CDMX,2012-01-27 12:27:33,0,43836,370,2021-02-01 16:22:41,2021,02,01,16,22,10,Álvaro Obregón,-99.246819712,19.336175562
1356379738101719040,tránsito,palabras clave,"Una #ambulancia de #CruzRojaMexicana está atendiendo un #accidente de #tránsito en #Calz san Juan de Aragon, #Constitución de La República, #Gustavo A. Madero extrema precauciones al pasar por ese lugar https://t.co/Ymnf19xqiW","['atender', 'san', 'juan', 'aragon', 'república', 'madero', 'extremo', 'precaución', 'pasar', 'lugar']","['ambulancia', 'CruzRojaMexicana', 'accidente', 'tránsito', 'Calz', 'Constitución', 'Gustavo']",[],0,0,1,476050170,Cruz Roja CDMX,CruzRoja_CDMX,2012-01-27 12:27:33,0,43841,370,2021-02-01 17:11:44,2021,02,01,17,11,5,Gustavo A. Madero,-99.1158642087,19.5040652077
1356382289358426112,tránsito,coordenadas,"@VictorianoF27 @MarcaCoches @marca @MPeatonal @DGTes @LigaPeatonal @peatonito @peatonesprimero @PeatonDelSur @Peaton_no @peatonesandando @dialogoDpeaton Tu ignorancia es muy evidente, el reglamento de tránsito dice que te tienes que esperar a que el peatón cruze la calle y llegue a la siguiente acera apesar de tener los autos semáforo verde","['ignorancia', 'evidente', 'reglamento', 'tránsito', 'decir', 'esperar', 'peatón', 'cruz', 'calle', 'llegar', 'siguiente', 'acera', 'pesar', 'tener', 'auto', 'semáforo', 'verde']",[],"['VictorianoF27', 'MarcaCoches', 'marca', 'MPeatonal', 'DGTes', 'LigaPeatonal', 'peatonito', 'peatonesprimero', 'PeatonDelSur', 'Peaton_no', 'peatonesandando', 'dialogoDpeaton']",13,0,3,76969580,Gerarbike69,Gerarbike69,2009-09-24 09:45:48,0,890,283,2021-02-01 17:21:52,2021,02,01,17,21,16,Miguel Hidalgo,-99.1843501,19.3998346
1356385273689612289,tránsito,palabras clave,"#CruzRojaMexicana está atendiendo un #accidente de #tránsito en #Serapio Rendon, #San Rafael, #Cuauhtémoc con una #ambulancia donada con tus aportaciones https://t.co/RSvldsK3F4","['atender', 'rendon', 'rafael', 'donado', 'aportación']","['CruzRojaMexicana', 'accidente', 'tránsito', 'Serapio', 'San', 'Cuauhtémoc', 'ambulancia']",[],0,0,0,476050170,Cruz Roja CDMX,CruzRoja_CDMX,2012-01-27 12:27:33,0,43836,370,2021-02-01 17:33:44,2021,02,01,17,33,15,Cuauhtémoc,-99.1490557562,19.4313734294
1356385294468177920,tránsito,palabras clave,"Una #ambulancia de #CruzRojaMexicana está atendiendo un #accidente de #tránsito en #Serapio Rendon, #San Rafael, #Cuauhtémoc extrema precauciones al pasar por ese lugar https://t.co/RSvldsK3F4","['atender', 'rendon', 'rafael', 'extremo', 'precaución', 'pasar', 'lugar']","['ambulancia', 'CruzRojaMexicana', 'accidente', 'tránsito', 'Serapio', 'San', 'Cuauhtémoc']",[],1,0,0,476050170,Cruz Roja CDMX,CruzRoja_CDMX,2012-01-27 12:27:33,0,43836,370,2021-02-01 17:33:49,2021,02,01,17,33,15,Cuauhtémoc,-99.1490557562,19.4313734294
1356392665001132033,incendio,palabras clave,"📢 ¡MUCHA ATENCIÓN! #ENVIDEO #LOÚLTIMO 

Voráz incendio consumió un aserrío de madera en el barrio 'Mucha Jagua' del municipio de Montelíbano.

El cuerpo de bomberos y ma comunidad ayudaron a apagar las llamas, no se reportaron heridos y aun se desonocen las causa del incendio. https://t.co/XlObJbpRFy","['mucho', 'atención', 'voraz', 'incendio', 'consumir', 'aserrín', 'madera', 'barrio', 'mucho', 'agua', 'municipio', 'montelíbano', 'cuerpo', 'bomberos', 'ma', 'comunidad', 'ayudar', 'apagar', 'llama', 'reportar', 'herido', 'aun', 'desconocer', 'causa', 'incendio']","['ENVIDEO', 'LOÚLTIMO']",[],1,0,2,177779934,ChicaNoticias,CHICACERETE,2010-08-12 19:35:31,0,55208,746,2021-02-01 18:03:06,2021,02,01,18,03,9,Milpa Alta,-99.0510954218,19.1394565999
1356398487412289536,tránsito,palabras clave,"Estamos atendiendo en #CruzRojaMexicana un #accidente de #tránsito en #Calzada Mexico Tacuba, #Torre Blanca, #Miguel Hidalgo extrema precacuciones al pasar por ese lugar https://t.co/TCy3c6XWwZ","['atender', 'mexico', 'acabar', 'blanco', 'hidalgo', 'extremo', 'precaución', 'pasar', 'lugar']","['CruzRojaMexicana', 'accidente', 'tránsito', 'Calzada', 'Torre', 'Miguel']",[],2,0,0,476050170,Cruz Roja CDMX,CruzRoja_CDMX,2012-01-27 12:27:33,0,43836,370,2021-02-01 18:26:14,2021,02,01,18,26,16,Miguel Hidalgo,-99.2045669144,19.4280623649
1356444385521598471,tránsito,palabras clave,@andreslajous @MetroCDMX ¿Y ya atendiste el problema de la línea asesina de camiones que va de Taxqueña a Sn. Ángel (MA de Quevedo) y que viola todas las leyes de tránsito? ¿Qué se hará al respecto? Te tomó 8 años necear por una ciclovía. Yo haré lo mismo a este respecto.,"['entendistir', 'problema', 'líneo', 'asesinar', 'camión', 'ir', 'oaxaqueño', 'sn', 'ángel', 'ma', 'quevedo', 'violar', 'todo', 'ley', 'tránsito', 'hacer', 'respecto', 'tomar', 'año', 'nectar', 'ciclovía', 'hacer', 'mismo', 'respecto']",[],"['andreslajous', 'MetroCDMX']",3,0,0,919266248,Fernando Domínguez,fdlegorreta,2012-11-01 09:39:14,0,409,887,2021-02-01 21:28:37,2021,02,01,21,28,9,Milpa Alta,-99.0510954218,19.1394565999
1356445159366549506,tránsito,palabras clave,"Al transitar por #2da cda de la 7ma de Nogal, #Santa María la Ribera, #Cuauhtémoc encontrarás un #accidente de #tránsito atendido por #CruzRojaMexicana, ten cuidado y disminuye tu velocidad  https://t.co/gxbL3PeQaV","['transitar', 'cda', '7ma', 'nogal', 'macer', 'ribera', 'encontrará', 'atendido', 'ten', 'cuidado', 'disminuir', 'velocidad']","['2da', 'Santa', 'Cuauhtémoc', 'accidente', 'tránsito', 'CruzRojaMexicana']",[],3,0,1,476050170,Cruz Roja CDMX,CruzRoja_CDMX,2012-01-27 12:27:33,0,43836,370,2021-02-01 21:31:42,2021,02,01,21,31,15,Cuauhtémoc,-99.1490557562,19.4313734294
1356446528664195072,tránsito,palabras clave,@LilianaBC11 @Claudiashein @andreslajous @Capuano @brozoxmiswebs @PedroFerriz @latinus_us @CarlosLoret @ddmexico_bj METROBUS CIERRA PASO CAUSA MAS TRAFICO https://t.co/uPHe4ymtOA,"['metrobus', 'cerrar', 'paso', 'causar', 'mas', 'trafico']",[],"['LilianaBC11', 'Claudiashein', 'andreslajous', 'Capuano', 'brozoxmiswebs', 'PedroFerriz', 'latinus_us', 'CarlosLoret', 'ddmexico_bj']",1,1,1,990719873373306883,Andrés Guzmán,andresguzbj,2018-04-29 16:29:59,0,31732,3477,2021-02-01 21:37:08,2021,02,01,21,37,14,Benito Juárez,-99.1611346584,19.3806424162
1356455329958141952,incendio,palabras clave,"REPORTAN INCENDIO 🔥🚒 en Zapopan, Col. Víctor Hugo, Benito  Juárez y Lateral Al Periférico. Tome precauciones","['reportar', 'incendio', 'apoyar', 'col', 'víctor', 'hugo', 'benito', 'juarez', 'lateral', 'periférico', 'tomar', 'precaución']",[],[],1,0,0,4501789032,Escudo Urbano C5 Jalisco,EscudoUrbanoJal,2015-12-08 18:15:15,0,45932,40,2021-02-01 22:12:07,2021,02,01,22,12,14,Benito Juárez,-99.1611346584,19.3806424162
1356479307921510402,tránsito,palabras clave,"23:47 #PrecauciónVial por obras se confina Av. Minas de Cristo desde Nicanor Arvide hasta Av. Alta Tensión hacia el Sur, alcaldía Álvaro Obregón, permanecen carriles libres a la circulación. https://t.co/WWhrNfO3pT","['23', '47', 'obra', 'confinar', 'av', 'mina', 'cristo', 'nicanor', 'dividir', 'av', 'alto', 'tensión', 'hacia', 'sur', 'alcaldía', 'alvaro', 'obregon', 'permanecer', 'carril', 'libre', 'circulación']",['PrecauciónVial'],[],3,0,2,166594238,OVIAL_SSCCDMX,OVIALCDMX,2010-07-14 09:00:43,1,1942069,135,2021-02-01 23:47:23,2021,02,01,23,47,10,Álvaro Obregón,-99.246819712,19.336175562
1356503926917320704,tránsito,palabras clave,"01:25 #PrecauciónVial por obras en calle Nebraska desde Río Becerra hasta Filadelfia hacia el Sur, alcaldía Benito Juárez, permanece carril libre a la circulación. https://t.co/RdHfNcJWsl","['01', '25', 'obra', 'calle', 'nebraska', 'río', 'becerra', 'filatelio', 'hacia', 'sur', 'alcaldía', 'benito', 'juarez', 'permanecer', 'carril', 'libre', 'circulación']",['PrecauciónVial'],[],1,0,0,166594238,OVIAL_SSCCDMX,OVIALCDMX,2010-07-14 09:00:43,1,1942069,135,2021-02-02 01:25:13,2021,02,02,01,25,14,Benito Juárez,-99.1611346584,19.3806424162
